Waterbody Name,County,DEC Region,Year,Bloom Type,Date of First Listing,Date of Last Listing,Number of Weeks on DEC Notification List,Number of Weeks with Updates,Latitude,Longitude,Location 1,Column1,Column2
Sleepy Hollow Lake,Greene,8,2018,C,8/31/2018,10/27/2018,8,5,42.2943993,-73.8069,"(42.2943993, -73.8069)",,
Seneca Lake,Ontario,8,2018,HT,8/24/2018,10/20/2018,8,6,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Sucker Brook,Cayuga,7,2018,HT,8/10/2018,10/2/2018,8,1,42.875013,-77.276525,"(42.875013, -77.276525)",,
Coopers Neck Pond,Suffolk,1,2018,C,8/31/2018,10/27/2018,8,2,40.8675995,-72.4021988,"(40.8675995, -72.4021988)",,
Saratoga Lake,Saratoga,5,2018,C,8/24/2018,10/20/2018,8,5,43.0167007,-73.7415009,"(43.0167007, -73.7415009)",,
Wainscott Pond,Suffolk,1,2018,C,7/13/2018,9/7/2018,8,6,40.9292984,-72.2425995,"(40.9292984, -72.2425995)",,
Round Lake,Saratoga,5,2017,C,7/21/2017,9/15/2017,8,3,42.9339981,-73.7828979,"(42.9339981, -73.7828979)",,
Tully Lake,Cortland,7,2017,C,9/1/2017,10/27/2017,8,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)",,
Findley Lake,Chautauqua,9,2017,C,8/18/2017,10/13/2017,8,4,42.1018982,-79.7261963,"(42.1018982, -79.7261963)",,
Myosotis Lake,Albany,4,2017,C,8/18/2017,10/13/2017,8,2,42.5201988,-74.1501999,"(42.5201988, -74.1501999)",,
Avon Marsh Dam Pond,Livingston,8,2017,HT,8/11/2017,10/6/2017,8,3,42.9011002,-77.668602,"(42.9011002, -77.668602)",,
Mountain Lake,Sullivan,3,2016,HT,8/26/2016,10/21/2016,8,4,41.6571007,-74.8147964,"(41.6571007, -74.8147964)",,
Peconic Lake,Suffolk,1,2016,C,8/19/2016,10/13/2016,8,1,40.9140015,-72.7177963,"(40.9140015, -72.7177963)",,
Clove Lake,Richmond,2,2016,C,9/2/2016,10/27/2016,8,1,40.6167984,-74.1075974,"(40.6167984, -74.1075974)",,
Seneca Lake,Schuyler,8,2016,HT,9/2/2016,10/27/2016,8,2,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Sturgeon Pool,Ulster,3,2016,S,8/26/2016,10/20/2016,8,5,41.8436012,-74.0426025,"(41.8436012, -74.0426025)",,
Cayuga Lake,Seneca,8,2016,C,8/19/2016,10/13/2016,8,3,42.705718,-76.696105,"(42.705718, -76.696105)",,
Seneca Lake,Yates,8,2016,HT,9/2/2016,10/27/2016,8,2,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Lake Ontario,Jefferson,6,2016,S,8/19/2016,10/13/2016,8,2,43.914122,-76.123662,"(43.914122, -76.123662)",,
Song Lake,Cortland,7,2015,HT,5/6/2015,6/30/2015,8,5,42.7723007,-76.146864,"(42.7723007, -76.146864)",,
Onderdonk Lake,Albany,4,2015,C,5/6/2015,6/30/2015,8,1,42.5442009,-74.0848999,"(42.5442009, -74.0848999)",,
Rockland Lake,Rockland,3,2015,S,6/12/2015,8/7/2015,8,6,41.1385994,-73.9227982,"(41.1385994, -73.9227982)",,
Mckay Pond,Suffolk,1,2015,C,8/7/2015,10/2/2015,8,2,40.9071007,-72.7953033,"(40.9071007, -72.7953033)",,
Warners Lake,Albany,4,2015,HT,6/12/2015,8/7/2015,8,7,42.6250992,-74.0791016,"(42.6250992, -74.0791016)",,
Patterson Veterans Park Swim Pond,Putnam,3,2014,S,8/26/2014,10/20/2014,8,1,41.5186005,-73.6149979,"(41.5186005, -73.6149979)",,
East Caroga Lake,Fulton,5,2014,C,9/1/2014,10/27/2014,8,1,43.1278,-74.4800034,"(43.1278, -74.4800034)",,
Blind Sodus Bay,Cayuga,7,2014,S,8/2/2014,9/29/2014,8,1,43.3382988,-76.728302,"(43.3382988, -76.728302)",,
Orange Lake,Orange,3,2013,C,8/24/2013,10/20/2013,8,2,41.5488014,-74.1036987,"(41.5488014, -74.1036987)",,
Deep Pond,Suffolk,1,2013,HT,8/28/2013,10/20/2013,8,1,40.936537,-72.831295,"(40.936537, -72.831295)",,
Maratooka Lake,Suffolk,1,2013,HT,8/28/2013,10/20/2013,8,5,40.991885,-72.523684,"(40.991885, -72.523684)",,
East Branch Hackensack River,Rockland,3,2013,S,8/8/2013,10/2/2013,8,2,41.121117,-73.960648,"(41.121117, -73.960648)",,
Owasco Lake,Cayuga,7,2013,HT,8/25/2013,10/20/2013,8,2,42.8737984,-76.5281982,"(42.8737984, -76.5281982)",,
Brown's Pond,Orange,3,2013,C,8/28/2013,10/20/2013,8,8,41.4740982,-74.0867996,"(41.4740982, -74.0867996)",,
Lake Mohegan,Westchester,3,2012,C,8/7/2012,10/2/2012,8,4,41.3139992,-73.8488007,"(41.3139992, -73.8488007)",,
Beaver Lake Inlet,Cattaraugus,9,2012,S,8/7/2012,10/2/2012,8,3,42.448431,-78.397214,"(42.448431, -78.397214)",,
Lime Lake,Cattaraugus,9,2012,HT,6/29/2012,8/26/2012,8,5,42.4273987,-78.4792023,"(42.4273987, -78.4792023)",,
Four Corners Pond,Orange,3,2012,C,8/22/2012,10/20/2012,8,1,41.2224998,-74.2223969,"(41.2224998, -74.2223969)",,
Canandaigua Lake,Ontario,8,2018,HT,8/24/2018,10/13/2018,7,7,42.7779999,-77.3050995,"(42.7779999, -77.3050995)",,
Big Fresh Pond,Suffolk,1,2018,C,8/24/2018,10/13/2018,7,1,40.61927,-73.95696,"(40.61927, -73.95696)",,
Pleasure Lake,Sullivan,3,2018,C,8/17/2018,10/2/2018,7,4,41.6960983,-74.6279984,"(41.6960983, -74.6279984)",,
Seneca Lake,Yates,8,2018,HT,8/24/2018,10/13/2018,7,6,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
De Ruyter Reservoir,Onondaga,7,2018,C,8/31/2018,10/20/2018,7,3,42.8106995,-75.8886032,"(42.8106995, -75.8886032)",,
De Ruyter Reservoir,Madison,7,2018,C,8/31/2018,10/20/2018,7,3,42.8106995,-75.8886032,"(42.8106995, -75.8886032)",,
Lake Lincolndale,Westchester,3,2018,HT,8/10/2018,9/29/2018,7,2,41.3419991,-73.7254028,"(41.3419991, -73.7254028)",,
Peach Lake,Westchester,3,2018,C,9/7/2018,10/27/2018,7,2,41.362999,-73.5800018,"(41.362999, -73.5800018)",,
New Croton Reservoir,Westchester,3,2018,S,8/24/2018,10/13/2018,7,1,41.2388,-73.8219986,"(41.2388, -73.8219986)",,
Georgica Pond,Suffolk,1,2017,C,9/6/2017,10/27/2017,7,1,40.9390984,-72.2291031,"(40.9390984, -72.2291031)",,
Craine Lake,Madison,7,2017,HT,8/11/2017,10/2/2017,7,3,42.76085,-75.55753,"(42.76085, -75.55753)",,
Fort Pond,Suffolk,1,2017,C,8/11/2017,9/30/2017,7,3,41.0416985,-71.9532013,"(41.0416985, -71.9532013)",,
Blind Sodus Bay,Wayne,7,2016,C,9/9/2016,10/28/2016,7,3,43.3382988,-76.728302,"(43.3382988, -76.728302)",,
Bowman Lake,Chenango,7,2016,S,8/12/2016,10/2/2016,7,1,42.5186996,-75.6885986,"(42.5186996, -75.6885986)",,
Red House Lake,Cattaraugus,9,2016,S,8/26/2016,10/13/2016,7,1,42.1027985,-78.7445984,"(42.1027985, -78.7445984)",,
Plymouth Reservoir,Chenango,7,2016,C,9/9/2016,10/27/2016,7,2,42.5881004,-75.651001,"(42.5881004, -75.651001)",,
Findley Lake,Chautauqua,9,2016,C,9/9/2016,10/27/2016,7,1,42.1018982,-79.7261963,"(42.1018982, -79.7261963)",,
Blind Sodus Bay,Wayne,8,2016,C,9/9/2016,10/28/2016,7,3,43.3382988,-76.728302,"(43.3382988, -76.728302)",,
South Sandy Pond,Oswego,7,2016,S,9/9/2016,10/27/2016,7,1,43.62339,-76.19037,"(43.62339, -76.19037)",,
Silver Lake Reservoir,Richmond,2,2016,C,9/2/2016,10/20/2016,7,1,40.62325,-74.096163,"(40.62325, -74.096163)",,
Hook Pond,Suffolk,1,2016,C,8/12/2016,9/30/2016,7,5,40.9478989,-72.1900024,"(40.9478989, -72.1900024)",,
Findley Lake,Chautauqua,9,2015,HT,8/14/2015,10/2/2015,7,7,42.1018982,-79.7261963,"(42.1018982, -79.7261963)",,
Honeoye Lake,Ontario,8,2015,C,8/21/2015,10/9/2015,7,7,42.7542,-77.5115967,"(42.7542, -77.5115967)",,
Fresh Pond (Shelter Island),Suffolk,1,2015,S,8/14/2015,9/29/2015,7,1,41.057541,-72.335788,"(41.057541, -72.335788)",,
Cossayuna Lake,Washington,5,2014,C,9/1/2014,10/20/2014,7,3,43.2005997,-73.4234009,"(43.2005997, -73.4234009)",,
Duane Lake,Schenectady,4,2014,C,9/1/2014,10/20/2014,7,3,42.7490997,-74.1126022,"(42.7490997, -74.1126022)",,
Java Lake,Wyoming,8,2014,HT,8/11/2014,10/2/2014,7,3,42.6313019,-78.3439026,"(42.6313019, -78.3439026)",,
Looking Glass Pond,Schoharie,4,2014,C,8/27/2014,10/13/2014,7,1,42.5499992,-74.4929962,"(42.5499992, -74.4929962)",,
Conesus Lake,Livingston,8,2014,S,7/16/2014,9/5/2014,7,4,42.7522011,-77.7186966,"(42.7522011, -77.7186966)",,
Grass Lake,St Lawrence,6,2013,C,9/10/2013,10/27/2013,7,4,44.3400002,-75.7152023,"(44.3400002, -75.7152023)",,
Buckingham Lake,Albany,4,2013,C,6/15/2013,8/3/2013,7,7,42.6635017,-73.8070984,"(42.6635017, -73.8070984)",,
Cayuta Lake,Schuyler,8,2012,S,8/22/2012,10/13/2012,7,2,42.3670006,-76.7352982,"(42.3670006, -76.7352982)",,
Laurel Lake,Broome,7,2012,C,8/23/2012,10/13/2012,7,2,42.0103989,-75.4803009,"(42.0103989, -75.4803009)",,
Red House Lake,Cattaraugus,9,2012,S,8/29/2012,10/20/2012,7,1,42.1027985,-78.7445984,"(42.1027985, -78.7445984)",,
Orange Lake,Orange,3,2012,C,7/29/2012,9/17/2012,7,4,41.5488014,-74.1036987,"(41.5488014, -74.1036987)",,
Beaver Lake,Cattaraugus,9,2012,S,8/22/2012,10/13/2012,7,1,42.4472008,-78.3965988,"(42.4472008, -78.3965988)",,
Lake Waccabuc,Westchester,3,2018,C,6/22/2018,8/3/2018,6,4,41.297699,-73.5840988,"(41.297699, -73.5840988)",,
Cayuta Lake,Schuyler,8,2018,HT,9/7/2018,10/19/2018,6,3,42.3670006,-76.7352982,"(42.3670006, -76.7352982)",,
Wilcox Memorial Park Pond (South),Dutchess,3,2018,HT,8/17/2018,9/28/2018,6,3,41.95313,-73.7264511,"(41.95313, -73.72645113)",,
Owasco Lake,Cayuga,7,2018,HT,8/17/2018,9/29/2018,6,4,42.8737984,-76.5281982,"(42.8737984, -76.5281982)",,
Marion Lake,Suffolk,1,2018,C,9/14/2018,10/27/2018,6,1,41.1254997,-72.3333969,"(41.1254997, -72.3333969)",,
Lake Ontario,Oswego,7,2018,S,9/14/2018,10/27/2018,6,1,43.914122,-76.123662,"(43.914122, -76.123662)",,
North Sandy Pond,Oswego,7,2018,C,8/24/2018,10/5/2018,6,2,43.64303,-76.1851399,"(43.64303, -76.1851399)",,
Moon Lake,Jefferson,6,2018,S,8/31/2018,10/12/2018,6,2,44.2542992,-75.732399,"(44.2542992, -75.732399)",,
Glenwood Lake,Orleans,8,2018,S,9/14/2018,10/27/2018,6,1,41.53344,-74.04531,"(41.53344, -74.04531)",,
Little Fresh Pond,Suffolk,1,2018,C,8/31/2018,10/13/2018,6,2,40.9182014,-72.4085007,"(40.9182014, -72.4085007)",,
Seneca Lake,Schuyler,8,2018,HT,8/24/2018,10/2/2018,6,6,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Lake Champlain,Clinton,5,2018,S,9/14/2018,10/27/2018,6,3,44.5694008,-73.1817017,"(44.5694008, -73.1817017)",,
Cossayuna Lake,Washington,5,2018,C,8/31/2018,10/13/2018,6,4,43.2005997,-73.4234009,"(43.2005997, -73.4234009)",,
Wilcox Memorial Park Pond (North),Dutchess,3,2018,C,8/17/2018,9/28/2018,6,4,41.95313,-73.7264511,"(41.95313, -73.72645113)",,
Hessian Lake,Orange,3,2017,S,8/18/2017,10/2/2017,6,1,41.3153992,-73.9913025,"(41.3153992, -73.9913025)",,
Tully Lake,Onondaga,7,2017,C,9/1/2017,10/13/2017,6,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)",,
Skaneateles Lake,Cortland,7,2017,HT,9/15/2017,10/27/2017,6,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)",,
Spring Lake,Suffolk,1,2017,C,9/15/2017,10/27/2017,6,1,40.8737984,-72.9587021,"(40.8737984, -72.9587021)",,
Canandaigua Lake,Yates,8,2017,HT,9/15/2017,10/27/2017,6,4,42.7779999,-77.3050995,"(42.7779999, -77.3050995)",,
Brooks Lake,Orange,3,2017,S,8/18/2017,9/29/2017,6,2,41.3302994,-73.9946976,"(41.3302994, -73.9946976)",,
Sagaponack Lake,Suffolk,1,2017,C,9/1/2017,10/13/2017,6,3,40.9104004,-72.2910995,"(40.9104004, -72.2910995)",,
Peach Lake,Westchester,3,2017,C,9/8/2017,10/20/2017,6,2,41.362999,-73.5800018,"(41.362999, -73.5800018)",,
Summit Lake,Washington,5,2017,C,6/30/2017,8/11/2017,6,1,43.2102013,-73.4632034,"(43.2102013, -73.4632034)",,
Peach Lake,Putnam,3,2017,C,9/8/2017,10/20/2017,6,2,41.362999,-73.5800018,"(41.362999, -73.5800018)",,
Golden Pond,Queens,2,2017,C,8/18/2017,9/29/2017,6,1,40.7710991,-73.7649002,"(40.7710991, -73.7649002)",,
Newark Reservoir,Ontario,8,2017,C,8/25/2017,10/6/2017,6,2,42.9347,-77.0932999,"(42.9347, -77.0932999)",,
Saratoga Lake,Saratoga,5,2016,C,9/9/2016,10/20/2016,6,1,43.0167007,-73.7415009,"(43.0167007, -73.7415009)",,
Lake Eaton,Hamilton,5,2016,S,9/9/2016,10/20/2016,6,1,43.9789009,-74.4664001,"(43.9789009, -74.4664001)",,
Canandaigua Lake,Yates,8,2016,C,9/9/2016,10/20/2016,6,1,42.7779999,-77.3050995,"(42.7779999, -77.3050995)",,
Guilford Lake,Chenango,7,2016,C,9/9/2016,10/20/2016,6,1,42.412899,-75.4993973,"(42.412899, -75.4993973)",,
Newark Reservoir,Ontario,8,2016,C,8/19/2016,9/30/2016,6,2,42.9347,-77.0932999,"(42.9347, -77.0932999)",,
Canandaigua Lake,Ontario,8,2016,C,9/9/2016,10/20/2016,6,1,42.7779999,-77.3050995,"(42.7779999, -77.3050995)",,
Lake Ontario,Wayne,8,2016,S,8/19/2016,10/2/2016,6,2,43.914122,-76.123662,"(43.914122, -76.123662)",,
Seneca Lake,Seneca,8,2016,HT,9/2/2016,10/13/2016,6,2,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Lake Ontario,Monroe,8,2016,S,8/19/2016,9/29/2016,6,2,43.914122,-76.123662,"(43.914122, -76.123662)",,
Brooks Lake,Richmond,2,2016,C,9/2/2016,10/13/2016,6,1,40.6244011,-74.1203003,"(40.6244011, -74.1203003)",,
Robinson Pond,Columbia,5,2016,C,9/16/2016,10/27/2016,6,1,42.1180992,-73.5552979,"(42.1180992, -73.5552979)",,
Sodus Bay,Wayne,8,2016,C,8/19/2016,9/30/2016,6,4,43.2482986,-76.9585037,"(43.2482986, -76.9585037)",,
Round Lake,Saratoga,5,2016,C,8/28/2016,10/7/2016,6,2,42.9339981,-73.7828979,"(42.9339981, -73.7828979)",,
Cayuta Lake,Schuyler,8,2016,C,8/19/2016,9/29/2016,6,5,42.3670006,-76.7352982,"(42.3670006, -76.7352982)",,
Lake Ontario,Cayuga,5,2016,S,8/19/2016,10/2/2016,6,2,43.914122,-76.123662,"(43.914122, -76.123662)",,
Port Bay,Wayne,8,2016,C,9/16/2016,10/28/2016,6,2,43.2975998,-76.8320999,"(43.2975998, -76.8320999)",,
Arctic Lake,Broome,7,2016,S,8/26/2016,10/7/2016,6,3,42.1792984,-75.4252014,"(42.1792984, -75.4252014)",,
Kyser Lake,Herkimer,5,2015,S,9/18/2015,10/27/2015,6,1,43.0681992,-74.7705002,"(43.0681992, -74.7705002)",,
Putnam Lake,Putnam,3,2015,C,9/11/2015,10/20/2015,6,2,41.4664001,-73.5395966,"(41.4664001, -73.5395966)",,
Seneca Lake,Schuyler,8,2015,HT,8/21/2015,10/2/2015,6,4,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Little Pond,Delaware,4,2015,S,9/18/2015,10/27/2015,6,3,42.0397987,-74.7472,"(42.0397987, -74.7472)",,
Beaver Dam Lake,Orange,3,2015,S,9/11/2015,10/20/2015,6,5,41.4420013,-74.1158981,"(41.4420013, -74.1158981)",,
Turtle Pond,New York,2,2015,HT,9/17/2015,10/30/2015,6,6,40.7793007,-73.9673996,"(40.7793007, -73.9673996)",,
Snyders Lake,Rensselaer,5,2015,C,9/18/2015,10/27/2015,6,5,42.6631012,-73.634697,"(42.6631012, -73.634697)",,
Black Lake,St Lawrence,6,2015,C,8/21/2015,10/2/2015,6,2,44.5379982,-75.5688019,"(44.5379982, -75.5688019)",,
Bowne Pond,Queens,2,2015,C,9/1/2015,10/13/2015,6,1,40.770707,-73.808255,"(40.770707, -73.808255)",,
Dutch Hollow Brook,Cayuga,7,2015,S,9/18/2015,10/27/2015,6,1,42.861907,-76.511026,"(42.861907, -76.511026)",,
Sagaponack Lake,Suffolk,1,2015,C,8/21/2015,10/2/2015,6,5,40.9104004,-72.2910995,"(40.9104004, -72.2910995)",,
Seneca Lake,Ontario,8,2015,HT,8/21/2015,10/2/2015,6,4,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Duane Lake,Schenectady,4,2015,S,9/10/2015,10/20/2015,6,3,42.7490997,-74.1126022,"(42.7490997, -74.1126022)",,
Owasco Lake,Cayuga,7,2014,HT,8/22/2014,10/2/2014,6,6,42.8737984,-76.5281982,"(42.8737984, -76.5281982)",,
Silver Lake,Wyoming,8,2014,C,8/22/2014,10/2/2014,6,2,42.69042,-78.02907,"(42.69042, -78.02907)",,
Harlem Meer,New York,2,2014,HT,9/17/2014,10/27/2014,6,3,40.7961006,-73.9512024,"(40.7961006, -73.9512024)",,
Laurel Lake,Broome,7,2014,HT,8/17/2014,9/29/2014,6,1,42.0103989,-75.4803009,"(42.0103989, -75.4803009)",,
Ballston Lake,Saratoga,5,2013,C,7/7/2013,8/18/2013,6,4,42.9388008,-73.8578033,"(42.9388008, -73.8578033)",,
Brown's Pond,Orange,3,2013,C,9/11/2013,10/20/2013,6,3,41.4740982,-74.0867996,"(41.4740982, -74.0867996)",,
Beaver Dam Lake,Orange,3,2013,HT,9/25/2013,11/8/2013,6,6,41.4420013,-74.1158981,"(41.4420013, -74.1158981)",,
Georgica Pond,Suffolk,1,2012,S,9/8/2012,10/20/2012,6,1,40.9390984,-72.2291031,"(40.9390984, -72.2291031)",,
Black Lake,St Lawrence,6,2012,HT,7/17/2012,8/28/2012,6,3,44.5379982,-75.5688019,"(44.5379982, -75.5688019)",,
Skaneateles Lake,Cayuga,7,2018,HT,8/10/2018,9/14/2018,5,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)",,
Waneta Lake,Steuben,8,2018,S,9/14/2018,10/19/2018,5,2,42.444741,-77.100706,"(42.444741, -77.100706)",,
Waneta Lake,Schuyler,8,2018,S,9/14/2018,10/19/2018,5,2,42.444741,-77.100706,"(42.444741, -77.100706)",,
Gilbert Lake,Otsego,4,2018,S,9/14/2018,10/20/2018,5,1,42.5800018,-75.1283035,"(42.5800018, -75.1283035)",,
Moreau Lake,Saratoga,5,2018,S,8/10/2018,9/14/2018,5,2,43.36144,-73.68388,"(43.36144, -73.68388)",,
Lake Oscaleta,Westchester,3,2018,C,9/21/2018,10/27/2018,5,2,41.2965012,-73.5614014,"(41.2965012, -73.5614014)",,
Lake Ontario,Monroe,7,2018,S,9/21/2018,10/27/2018,5,1,43.914122,-76.123662,"(43.914122, -76.123662)",,
Lake Champlain,Essex,5,2018,S,9/7/2018,10/12/2018,5,3,44.5694008,-73.1817017,"(44.5694008, -73.1817017)",,
Lamoka Lake Channel,Schuyler,8,2018,S,9/21/2018,10/27/2018,5,1,42.418768,-77.089605,"(42.418768, -77.089605)",,
North Sandy Pond,Jefferson,6,2018,C,8/24/2018,9/29/2018,5,2,43.64303,-76.1851399,"(43.64303, -76.1851399)",,
Lake Ronkonkoma,Suffolk,1,2018,HT,5/25/2018,6/30/2018,5,5,40.821991,-73.11927,"(40.821991, -73.11927)",,
Tully Lake,Cortland,7,2018,C,8/24/2018,9/29/2018,5,1,42.7764015,-76.1352005,"(42.7764015, -76.1352005)",,
Lake Champlain,Washington,5,2018,S,9/14/2018,10/19/2018,5,3,44.5694008,-73.1817017,"(44.5694008, -73.1817017)",,
Fresh Pond (Shelter Island),Suffolk,1,2018,C,7/13/2018,8/17/2018,5,3,41.057541,-72.335788,"(41.057541, -72.335788)",,
South Merrits Pond,Suffolk,1,2018,C,8/31/2018,10/2/2018,5,1,40.61927,-73.95696,"(40.61927, -73.95696)",,
Willowbrook Pond,Richmond,2,2018,HT,8/31/2018,10/5/2018,5,2,40.6055984,-74.1578979,"(40.6055984, -74.1578979)",,
Skaneateles Lake,Cayuga,7,2017,HT,9/8/2017,10/13/2017,5,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)",,
Saratoga Lake,Saratoga,5,2017,HT,7/21/2017,8/25/2017,5,4,43.0167007,-73.7415009,"(43.0167007, -73.7415009)",,
Stony Brook Duck Pond,Suffolk,1,2017,C,9/15/2017,10/20/2017,5,2,40.9141998,-73.1470032,"(40.9141998, -73.1470032)",,
Seneca Lake,Schuyler,8,2017,HT,9/15/2017,10/20/2017,5,3,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
New Croton Reservoir,Westchester,3,2017,S,9/22/2017,10/27/2017,5,1,41.2388,-73.8219986,"(41.2388, -73.8219986)",,
Moon Lake,Jefferson,6,2017,S,8/25/2017,9/29/2017,5,1,44.2542992,-75.732399,"(44.2542992, -75.732399)",,
Skaneateles Lake,Onondaga,7,2017,HT,9/8/2017,10/13/2017,5,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)",,
Seneca Lake,Ontario,8,2017,HT,9/15/2017,10/20/2017,5,3,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Seneca Lake,Seneca,8,2017,HT,9/15/2017,10/20/2017,5,3,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Washington Park Pond,Albany,4,2017,HT,9/22/2017,10/27/2017,5,3,42.6571007,-73.7733002,"(42.6571007, -73.7733002)",,
Laurel Lake,Broome,7,2016,C,7/8/2016,8/12/2016,5,2,42.0103989,-75.4803009,"(42.0103989, -75.4803009)",,
Lake Ontario,Niagara,9,2016,S,8/12/2016,9/16/2016,5,2,43.914122,-76.123662,"(43.914122, -76.123662)",,
Dryden Lake,Tompkins,7,2016,HT,8/26/2016,9/29/2016,5,2,42.4620018,-76.2725983,"(42.4620018, -76.2725983)",,
Durand Lake,Monroe,8,2016,HT,9/9/2016,10/13/2016,5,4,43.2332993,-77.5576019,"(43.2332993, -77.5576019)",,
Basic Creek Reservoir,Albany,4,2016,C,9/23/2016,10/27/2016,5,1,42.4812012,-74.0139008,"(42.4812012, -74.0139008)",,
New Croton Reservoir,Westchester,3,2016,S,8/26/2016,10/2/2016,5,1,41.2388,-73.8219986,"(41.2388, -73.8219986)",,
Blydenburg Lake,Suffolk,1,2016,C,9/16/2016,10/20/2016,5,1,40.8268013,-73.2197037,"(40.8268013, -73.2197037)",,
Big Reed Pond,Suffolk,1,2016,C,8/26/2016,9/30/2016,5,2,41.0780983,-71.9101028,"(41.0780983, -71.9101028)",,
Tully Lake,Cortland,7,2016,C,9/17/2016,10/21/2016,5,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)",,
Lake Carmel,Putnam,3,2016,C,8/12/2016,9/16/2016,5,1,41.4584999,-73.6650009,"(41.4584999, -73.6650009)",,
Eagle Pond,Franklin,5,2016,C,7/15/2016,8/19/2016,5,2,44.6689987,-74.2738037,"(44.6689987, -74.2738037)",,
Lake Ontario,Orleans,8,2016,S,8/12/2016,9/16/2016,5,2,43.914122,-76.123662,"(43.914122, -76.123662)",,
Alcove Reservoir,Albany,4,2016,C,9/23/2016,10/28/2016,5,2,42.4768982,-73.9375992,"(42.4768982, -73.9375992)",,
Silver Lake,Wyoming,8,2015,HT,7/24/2015,8/28/2015,5,5,42.69042,-78.02907,"(42.69042, -78.02907)",,
Raritan Bay Park Pond,Richmond,2,2015,S,9/14/2015,10/20/2015,5,1,40.498819,-74.246519,"(40.498819, -74.246519)",,
Peach Lake,Westchester,3,2015,C,8/28/2015,9/29/2015,5,2,41.362999,-73.5800018,"(41.362999, -73.5800018)",,
North Sandy Pond,Oswego,7,2015,C,9/25/2015,10/27/2015,5,1,43.64303,-76.1851399,"(43.64303, -76.1851399)",,
Silver Lake,St. Lawrence,8,2015,HT,9/25/2015,10/27/2015,5,1,42.69042,-78.02907,"(42.69042, -78.02907)",,
Boyd Lake,Jefferson,6,2015,HT,9/18/2015,10/20/2015,5,3,44.3093987,-75.7397003,"(44.3093987, -75.7397003)",,
Lake Placid,Essex,5,2015,HT,7/3/2015,8/7/2015,5,4,44.3251991,-73.959198,"(44.3251991, -73.959198)",,
Iroquois Lake,Schenectady,4,2015,S,8/24/2015,9/29/2015,5,1,42.801067,-73.911808,"(42.801067, -73.911808)",,
Payne Lake,Jefferson,6,2015,S,8/28/2015,10/2/2015,5,1,44.2834015,-75.6455994,"(44.2834015, -75.6455994)",,
Basic Creek Reservoir,Albany,4,2014,HT,8/25/2014,10/2/2014,5,2,42.4812012,-74.0139008,"(42.4812012, -74.0139008)",,
Cazenovia Lake,Madison,7,2014,C,8/27/2014,10/2/2014,5,3,42.9482002,-75.8720016,"(42.9482002, -75.8720016)",,
Lawson Lake,Albany,4,2014,HT,8/26/2014,10/2/2014,5,2,42.5391006,-73.9598999,"(42.5391006, -73.9598999)",,
Grass Lake,Jefferson,6,2013,C,9/10/2013,10/13/2013,5,4,44.3400002,-75.7152023,"(44.3400002, -75.7152023)",,
Oneida Lake,Madison,7,2013,C,8/11/2013,9/15/2013,5,3,43.2033005,-75.9100037,"(43.2033005, -75.9100037)",,
Lamoka Lake,Schuyler,8,2013,S,9/17/2013,10/20/2013,5,1,42.4057999,-77.0777969,"(42.4057999, -77.0777969)",,
Prospect Park Lake,Kings,2,2013,S,8/27/2013,10/2/2013,5,1,40.6548996,-73.969902,"(40.6548996, -73.969902)",,
Cazenovia Lake,Madison,7,2012,HT,9/12/2012,10/20/2012,5,3,42.9482002,-75.8720016,"(42.9482002, -75.8720016)",,
Sodus Bay,Wayne,8,2012,S,9/7/2012,10/13/2012,5,2,43.2482986,-76.9585037,"(43.2482986, -76.9585037)",,
Montgomery Lake,Sullivan,3,2012,C,8/27/2012,9/29/2012,5,4,41.5252991,-74.9172974,"(41.5252991, -74.9172974)",,
Silver Lake,St Lawrence,6,2012,C,9/16/2012,10/20/2012,5,1,44.2268982,-74.8265991,"(44.2268982, -74.8265991)",,
Goodhue Lake,Steuben,8,2012,S,8/25/2012,10/1/2012,5,2,42.1823997,-77.2708969,"(42.1823997, -77.2708969)",,
Lake Ontario (Sackett),Jefferson,6,2018,S,9/21/2018,10/20/2018,4,1,43.914122,-76.123662,"(43.914122, -76.123662)",,
Franklin Falls Pond,Essex,5,2018,S,9/28/2018,10/27/2018,4,1,44.47488,-74.500328,"(44.47488, -74.500328)",,
